assembly_accession	biosample	organism	rule_id	field	value	condition	evidence	status	detail
GCA_013355725.1	SAMN11124908	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355735.1	SAMN11124905	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355765.1	SAMN11124906	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355785.1	SAMN11124904	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355795.1	SAMN11124903	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355825.1	SAMN11124902	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355835.1	SAMN11124901	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355865.1	SAMN11124900	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355885.1	SAMN11124899	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355895.1	SAMN11124898	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355905.1	SAMN11124897	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355945.1	SAMN11124896	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355965.1	SAMN11124895	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013355985.1	SAMN11124894	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356005.1	SAMN11124892	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356015.1	SAMN11124893	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356045.1	SAMN11124891	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356065.1	SAMN11124888	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356085.1	SAMN11124889	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356095.1	SAMN11124890	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356105.1	SAMN11124887	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356115.1	SAMN11124885	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356125.1	SAMN11124886	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356185.1	SAMN11124883	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356195.1	SAMN11124882	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356225.1	SAMN11124881	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356245.1	SAMN11124884	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356265.1	SAMN11124880	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356275.1	SAMN11124877	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356285.1	SAMN11124878	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356305.1	SAMN11124879	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356345.1	SAMN11124876	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356365.1	SAMN11124872	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356375.1	SAMN11124871	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356385.1	SAMN11124873	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356405.1	SAMN11124875	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356445.1	SAMN11124869	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356455.1	SAMN11124868	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356465.1	SAMN11124870	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356495.1	SAMN11124866	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356515.1	SAMN11124867	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356545.1	SAMN11124864	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356555.1	SAMN11124862	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356585.1	SAMN11124865	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356595.1	SAMN11124861	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356615.1	SAMN11124863	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356645.1	SAMN11124860	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356665.1	SAMN11124859	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356675.1	SAMN11124857	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356695.1	SAMN11124858	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356725.1	SAMN11124855	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356735.1	SAMN11124856	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356755.1	SAMN11124854	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356785.1	SAMN11124849	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356805.1	SAMN11124853	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356815.1	SAMN11124851	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356845.1	SAMN11124850	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356865.1	SAMN11124848	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356885.1	SAMN11124844	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356915.1	SAMN11124843	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013356925.1	SAMN11124840	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013357075.1	SAMN11124833	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_013360185.1	SAMN14239067	Bdellovibrio sp.	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_013360865.1	SAMN14239019	Candidatus Paceibacter sp.	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_013360885.1	SAMN14239018	Candidatus Jettenia caeni	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_013360945.1	SAMN14239017	Candidatus Brocadia sp.	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_013360995.1	SAMN14239016	Candidatus Brocadia sinica	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_013361325.1	SAMN14571753	Gemmatimonadaceae bacterium	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361335.1	SAMN14571755	Gemmatimonadaceae bacterium	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361345.1	SAMN14571756	Polyangiaceae bacterium	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361355.1	SAMN14571754	Streptomyces sp.	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361365.1	SAMN14571752	Nonomuraea sp.	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361425.1	SAMN14571751	Dermatophilaceae bacterium	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361435.1	SAMN14571750	Lysobacter sp.	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361465.1	SAMN14571748	Streptomyces sp.	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361475.1	SAMN14571749	Hamadaea sp.	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361505.1	SAMN14571747	Frateuria sp.	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361525.1	SAMN14571746	Polyangiaceae bacterium	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361545.1	SAMN14571744	Cupriavidus sp.	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361555.1	SAMN14571743	Dermatophilaceae bacterium	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361585.1	SAMN14571742	Streptomyces sp.	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361595.1	SAMN14571741	Nocardia sp.	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361605.1	SAMN14571740	Gemmatimonadaceae bacterium	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361645.1	SAMN14571738	Streptomycetaceae bacterium	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
GCA_013361665.1	SAMN14571739	Nonomuraea sp.	SC1-ENV-LOCAL-AGRICULTURAL-ENV	Environment_Broad_Scale_SD	agricultural environment	blank_or_same	existing_different=terrestrial environment	existing_different	existing_different
