synonym,source_column,original_value,normalized_value,destination,category,proposed_value,broad_value,ontology_id,method,confidence,status,note
frozen black pomfret fish,,frozen black pomfret fish,frozen black pomfret fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
swab pool,,swab pool,swab pool,Sample_Type_SD,environmental swab,environmental swab,environmental/food-production sample,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; generic swab; targeted suspicious fallback refinement 3 2026-04-30
anal swab sample,,anal swab sample,anal swab sample,Sample_Type_SD,rectal/perianal swab,rectal/perianal swab,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; swab pattern
eel fish,,eel fish,eel fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
frozen mahi mahi fish,,frozen mahi mahi fish,frozen mahi mahi fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Turtle water,,Turtle water,turtle water,Environment_Medium_SD,aquarium/aquaculture water,aquarium/aquaculture water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; targeted suspicious fallback refinement 3 2026-04-30
frozen grouper fillet fish,,frozen grouper fillet fish,frozen grouper fillet fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
anchovy dried fish,,anchovy dried fish,anchovy dried fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
frozen cutlass fish,,frozen cutlass fish,frozen cutlass fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
"Food, pork carcass swab",,"Food, pork carcass swab",food pork carcass swab,Sample_Type_SD,food/animal-production swab,food/animal-production swab,environmental/food-production sample,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; generic swab; targeted suspicious fallback refinement 2026-04-30
"Food, pork sausage",,"Food, pork sausage",food pork sausage,Isolation_Source_SD,pork/meat product,pork/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
"Animal, pork",,"Animal, pork",animal pork,Isolation_Source_SD,pork/meat product,pork/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Ready-to-cook meat cutlets,,Ready-to-cook meat cutlets,ready to cook meat cutlets,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Chicken - Boot swab,,Chicken - Boot swab,chicken boot swab,Sample_Type_SD,environmental swab,environmental swab,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; swab pattern
dried fish skin pet chews jerky cube,,dried fish skin pet chews jerky cube,dried fish skin pet chews jerky cube,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
frozen barracuda slices fish,,frozen barracuda slices fish,frozen barracuda slices fish,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
food isolate (Ground beef),,food isolate (Ground beef),food isolate ground beef,Isolation_Source_SD,beef/meat product,beef/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
fiber potato,,fiber potato,fiber potato,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
frozen featherback fish paste,,frozen featherback fish paste,frozen featherback fish paste,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
potato snack,,potato snack,potato snack,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
chicken based frozen raw cat food,,chicken based frozen raw cat food,chicken based frozen raw cat food,Isolation_Source_SD,food/food product,food/food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
frozen tuna ground meat,,frozen tuna ground meat,frozen tuna ground meat,Isolation_Source_SD,meat product,meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
fresh pork,,fresh pork,fresh pork,Isolation_Source_SD,pork/meat product,pork/meat product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
greens and vegetable blend dietary supplement with moringa powder,,greens and vegetable blend dietary supplement with moringa powder,greens and vegetable blend dietary supplement with moringa powder,Isolation_Source_SD,plant/produce food product,plant/produce food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
pig meat - carcass swab,,pig meat - carcass swab,pig meat carcass swab,Sample_Type_SD,food/animal-production swab,food/animal-production swab,environmental/food-production sample,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; generic swab; targeted suspicious fallback refinement 2026-04-30
Chill water,,Chill water,chill water,Environment_Medium_SD,agricultural/food-production water,agricultural/food-production water,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; water pattern; targeted suspicious fallback refinement 3 2026-04-30
sheep shelter feces,,sheep shelter feces,sheep shelter feces,Sample_Type_SD,feces/stool,feces/stool,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; fecal/stool material
Liquid milk,,Liquid milk,liquid milk,Isolation_Source_SD,milk,milk,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
Fish market,,Fish market,fish market,Isolation_Source_SD,seafood/aquatic food product,seafood/aquatic food product,food/source material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=3; food/source pattern
